order_id,date,category,region,segment,channel,manager,quantity,amount,ad_budget,discount_pct
957,2024-05-31,Продукты,Новосибирск,VIP,Маркетплейс,Менеджер 2,1,3411.0,0.0,0
4598,2024-05-31,Электроника,Новосибирск,Новый,Сайт,Менеджер 1,2,9128.0,177.0,0
6946,2024-05-31,Продукты,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 1,3,3060.0,100.0,0
9431,2024-05-31,Игрушки,Москва,Постоянный,Мобильное приложение,Менеджер 3,1,1828.0,1128.0,5
549,2024-05-31,Игрушки,Екатеринбург,Новый,Маркетплейс,Менеджер 7,1,4521.0,529.0,0
1478,2024-05-31,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 4,3,51342.0,4705.0,0
2224,2024-05-31,Одежда,Екатеринбург,Постоянный,Сайт,Менеджер 3,1,9124.0,1446.0,15
1921,2024-05-31,Игрушки,Казань,Новый,Сайт,Менеджер 4,4,2065.0,0.0,15
15,2024-05-31,Одежда,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 1,1,4592.0,0.0,0
2840,2024-05-31,Электроника,Москва,Новый,Сайт,Менеджер 6,1,43277.0,7955.0,15
7603,2024-05-31,Дом и сад,Санкт-Петербург,VIP,Мобильное приложение,Менеджер 4,1,15633.0,3923.0,0
190,2024-05-31,Одежда,Санкт-Петербург,VIP,Мобильное приложение,Менеджер 2,2,2476.0,382.0,0
1546,2024-06-01,Спорт,Москва,Новый,Маркетплейс,Менеджер 7,1,6955.0,2212.0,0
1350,2024-06-01,Дом и сад,Казань,Постоянный,Маркетплейс,Менеджер 1,2,2715.0,147.0,20
9320,2024-06-01,Одежда,Новосибирск,Постоянный,Маркетплейс,Менеджер 7,1,8809.0,1526.0,15
9298,2024-06-01,Электроника,Новосибирск,Новый,Мобильное приложение,Менеджер 2,1,43144.0,6629.0,15
1528,2024-06-01,Одежда,Москва,Новый,Сайт,Менеджер 2,4,3781.0,1115.0,0
4185,2024-06-01,Одежда,Екатеринбург,Новый,Мобильное приложение,Менеджер 1,4,10305.0,1320.0,10
3299,2024-06-01,Дом и сад,Москва,Постоянный,Мобильное приложение,Менеджер 6,1,9191.0,596.0,5
6374,2024-06-01,Электроника,Новосибирск,Постоянный,Маркетплейс,Менеджер 1,2,28284.0,4851.0,5
2612,2024-06-01,Электроника,Екатеринбург,Новый,Сайт,Менеджер 2,1,26904.0,5274.0,20
2138,2024-06-01,Электроника,Казань,Новый,Сайт,Менеджер 1,1,18533.0,3182.0,15
8641,2024-06-01,Продукты,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 8,2,3110.0,806.0,15
9756,2024-06-01,Спорт,Казань,Новый,Сайт,Менеджер 1,2,6888.0,0.0,15
397,2024-06-01,Красота,Москва,Постоянный,Маркетплейс,Менеджер 7,3,1889.0,0.0,5
7559,2024-06-01,Одежда,Казань,VIP,Сайт,Менеджер 7,2,7464.0,1021.0,15
6477,2024-06-01,Дом и сад,Санкт-Петербург,Новый,Сайт,Менеджер 1,2,6593.0,0.0,0
3844,2024-06-01,Продукты,Москва,Новый,Сайт,Менеджер 2,1,2377.0,473.0,0
8588,2024-06-01,Одежда,Новосибирск,Новый,Мобильное приложение,Менеджер 3,1,21411.0,1518.0,15
4525,2024-06-01,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 1,3,62494.0,7818.0,5
9054,2024-06-01,Одежда,Екатеринбург,Постоянный,Сайт,Менеджер 7,3,2954.0,145.0,0
3228,2024-06-01,Одежда,Екатеринбург,VIP,Маркетплейс,Менеджер 8,2,13290.0,2346.0,5
290,2024-06-01,Красота,Москва,VIP,Сайт,Менеджер 7,2,2824.0,722.0,20
1068,2024-06-01,Спорт,Новосибирск,Новый,Маркетплейс,Менеджер 6,2,9086.0,1356.0,0
9401,2024-06-01,Книги,Новосибирск,VIP,Мобильное приложение,Менеджер 7,4,1029.0,0.0,20
1781,2024-06-01,Дом и сад,Казань,VIP,Маркетплейс,Менеджер 7,1,8729.0,780.0,0
8029,2024-06-01,Книги,Москва,Новый,Мобильное приложение,Менеджер 8,2,1989.0,0.0,0
4531,2024-06-01,Продукты,Новосибирск,VIP,Сайт,Менеджер 3,2,6035.0,576.0,10
4873,2024-06-01,Одежда,Москва,Постоянный,Маркетплейс,Менеджер 3,2,6308.0,194.0,0
8360,2024-06-02,Игрушки,Новосибирск,Постоянный,Мобильное приложение,Менеджер 3,2,3703.0,88.0,0
3417,2024-06-02,Дом и сад,Новосибирск,Новый,Сайт,Менеджер 5,1,9644.0,1421.0,0
3125,2024-06-02,Дом и сад,Москва,VIP,Маркетплейс,Менеджер 6,4,9788.0,491.0,0
2721,2024-06-02,Электроника,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 3,4,52604.0,9515.0,0
2137,2024-06-02,Дом и сад,Москва,Постоянный,Мобильное приложение,Менеджер 8,2,4185.0,,0
6210,2024-06-02,Дом и сад,Санкт-Петербург,Новый,Сайт,Менеджер 7,1,2956.0,1594.0,15
6415,2024-06-02,Продукты,Санкт-Петербург,VIP,Маркетплейс,Менеджер 3,1,2397.0,200.0,0
3032,2024-06-02,Красота,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 6,4,5138.0,794.0,10
4368,2024-06-02,Одежда,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 7,3,7269.0,44.0,0
1202,2024-06-02,Одежда,Москва,Новый,Маркетплейс,Менеджер 5,1,8789.0,1019.0,0
1176,2024-06-02,Одежда,Москва,VIP,Мобильное приложение,Менеджер 8,1,8186.0,1000.0,10
4340,2024-06-02,Электроника,Новосибирск,Новый,Сайт,Менеджер 8,2,29283.0,4798.0,0
893,2024-06-02,Дом и сад,Санкт-Петербург,VIP,Сайт,Менеджер 4,2,14673.0,1922.0,5
1835,2024-06-02,Дом и сад,Москва,Новый,Сайт,Менеджер 8,4,3938.0,314.0,20
6854,2024-06-02,Красота,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 8,1,5660.0,0.0,5
3975,2024-06-02,Книги,Москва,VIP,Маркетплейс,Менеджер 2,1,1985.0,266.0,0
7987,2024-06-02,Электроника,Казань,Новый,Маркетплейс,Менеджер 4,1,30368.0,2775.0,0
7022,2024-06-02,Дом и сад,Санкт-Петербург,Новый,Маркетплейс,Менеджер 5,2,10662.0,1128.0,20
6975,2024-06-02,Книги,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 4,3,521.0,555.0,15
5973,2024-06-02,Электроника,Новосибирск,Новый,Сайт,Менеджер 1,3,37624.0,3109.0,20
2879,2024-06-02,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 7,2,13121.0,2048.0,10
769,2024-06-02,Дом и сад,Москва,Постоянный,Сайт,Менеджер 5,2,5270.0,1424.0,0
2942,2024-06-02,Спорт,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 2,2,18332.0,2609.0,0
9622,2024-06-02,Одежда,Санкт-Петербург,VIP,Маркетплейс,Менеджер 4,2,9007.0,1175.0,0
5955,2024-06-02,Продукты,Новосибирск,Постоянный,Сайт,Менеджер 6,2,3875.0,319.0,0
2219,2024-06-02,Одежда,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 4,1,5037.0,606.0,15
1333,2024-06-02,Спорт,Москва,Новый,Сайт,Менеджер 8,1,8544.0,161.0,0
4061,2024-06-02,Одежда,Екатеринбург,VIP,Сайт,Менеджер 4,1,8859.0,514.0,10
3512,2024-06-02,Игрушки,Казань,Постоянный,Сайт,Менеджер 7,4,927.0,0.0,15
6993,2024-06-02,Продукты,Москва,Новый,Маркетплейс,Менеджер 1,1,2175.0,635.0,10
3692,2024-06-02,Спорт,Санкт-Петербург,Постоянный,Сайт,Менеджер 2,1,16714.0,2915.0,20
2365,2024-06-02,Одежда,Москва,Постоянный,Маркетплейс,Менеджер 1,1,8456.0,366.0,0
4089,2024-06-02,Электроника,Москва,VIP,Сайт,Менеджер 8,1,25359.0,3992.0,10
465,2024-06-02,Электроника,Казань,Новый,Маркетплейс,Менеджер 6,3,23298.0,3241.0,0
9761,2024-06-02,Продукты,Новосибирск,Постоянный,Сайт,Менеджер 8,3,2091.0,57.0,10
7881,2024-06-02,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 2,1,34152.0,2806.0,0
9464,2024-06-02,Одежда,Казань,VIP,Мобильное приложение,Менеджер 3,2,2605.0,838.0,0
1408,2024-06-02,Электроника,Москва,Постоянный,Сайт,Менеджер 7,2,36902.0,6745.0,15
6976,2024-06-02,Электроника,Москва,Постоянный,Мобильное приложение,Менеджер 1,1,61945.0,11073.0,0
7108,2024-06-02,Спорт,Москва,Постоянный,Маркетплейс,Менеджер 1,1,6243.0,1421.0,0
9330,2024-06-02,Одежда,Москва,Постоянный,Сайт,Менеджер 7,1,2328.0,293.0,15
9735,2024-06-02,Книги,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 5,1,801.0,258.0,0
3418,2024-06-03,Продукты,Екатеринбург,VIP,Мобильное приложение,Менеджер 8,2,7701.0,1247.0,20
6968,2024-06-03,Продукты,Москва,Постоянный,Мобильное приложение,Менеджер 7,3,1323.0,689.0,5
4897,2024-06-03,Продукты,Москва,Новый,Мобильное приложение,Менеджер 2,1,1566.0,560.0,5
1653,2024-06-03,Красота,Казань,Постоянный,Сайт,Менеджер 1,2,2057.0,560.0,0
7960,2024-06-03,Книги,Москва,VIP,Сайт,Менеджер 6,1,2028.0,429.0,10
368,2024-06-03,Спорт,Санкт-Петербург,VIP,Мобильное приложение,Менеджер 5,2,6184.0,61.0,10
7753,2024-06-03,Электроника,Казань,Постоянный,Сайт,Менеджер 5,2,45865.0,3952.0,10
6900,2024-06-03,Красота,Санкт-Петербург,VIP,Маркетплейс,Менеджер 8,2,11343.0,1712.0,0
6228,2024-06-03,Спорт,Екатеринбург,Новый,Сайт,Менеджер 5,1,12111.0,2291.0,5
2474,2024-06-03,Дом и сад,Казань,Постоянный,Маркетплейс,Менеджер 4,1,3550.0,920.0,10
4961,2024-06-03,Продукты,Москва,Новый,Маркетплейс,Менеджер 6,1,3391.0,593.0,5
4031,2024-06-03,Одежда,Новосибирск,Новый,Мобильное приложение,Менеджер 3,4,4231.0,1438.0,0
8914,2024-06-03,Электроника,Москва,Новый,Мобильное приложение,Менеджер 4,4,61017.0,5248.0,20
9084,2024-06-03,Спорт,Москва,Новый,Мобильное приложение,Менеджер 6,2,6496.0,498.0,0
4021,2024-06-03,Одежда,Москва,Новый,Маркетплейс,Менеджер 2,3,2444.0,51.0,0
9391,2024-06-03,Электроника,Новосибирск,Новый,Мобильное приложение,Менеджер 1,2,133086.0,20613.0,15
9842,2024-06-03,Красота,Москва,Новый,Мобильное приложение,Менеджер 5,2,1387.0,370.0,0
7090,2024-06-03,Книги,Новосибирск,VIP,Маркетплейс,Менеджер 3,3,667.0,73.0,0
6112,2024-06-03,Спорт,Екатеринбург,VIP,Маркетплейс,Менеджер 8,1,19546.0,1027.0,0
838,2024-06-03,Дом и сад,Москва,VIP,Мобильное приложение,Менеджер 6,1,12925.0,1700.0,5
3338,2024-06-03,Дом и сад,Казань,Постоянный,Мобильное приложение,Менеджер 1,1,8392.0,0.0,0
6523,2024-06-03,Одежда,Екатеринбург,Новый,Маркетплейс,Менеджер 7,3,4676.0,1633.0,20
5210,2024-06-03,Одежда,Новосибирск,Постоянный,Сайт,Менеджер 7,2,6290.0,1712.0,5
1677,2024-06-03,Электроника,Санкт-Петербург,Новый,Сайт,Менеджер 3,4,20947.0,2596.0,15
3705,2024-06-04,Одежда,Москва,Новый,Мобильное приложение,Менеджер 8,2,4087.0,2488.0,10
2006,2024-06-04,Дом и сад,Екатеринбург,Новый,Маркетплейс,Менеджер 8,2,12828.0,1246.0,10
3373,2024-06-04,Игрушки,Москва,VIP,Сайт,Менеджер 8,3,4797.0,2076.0,20
2172,2024-06-04,Продукты,Москва,Постоянный,Маркетплейс,Менеджер 1,1,4458.0,469.0,0
9064,2024-06-04,Книги,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 8,3,781.0,0.0,20
4932,2024-06-04,Книги,Екатеринбург,Постоянный,Сайт,Менеджер 7,2,1630.0,0.0,20
3049,2024-06-04,Спорт,Санкт-Петербург,Новый,Маркетплейс,Менеджер 3,1,5333.0,899.0,10
4786,2024-06-04,Одежда,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 1,4,5250.0,0.0,0
5165,2024-06-04,Игрушки,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 7,2,4536.0,150.0,20
4648,2024-06-04,Красота,Москва,VIP,Сайт,Менеджер 7,3,8579.0,1152.0,0
8837,2024-06-04,Продукты,Новосибирск,VIP,Мобильное приложение,Менеджер 3,1,2838.0,1161.0,20
7286,2024-06-04,Электроника,Новосибирск,Новый,Сайт,Менеджер 2,1,31275.0,4219.0,5
5804,2024-06-04,Электроника,Москва,Новый,Маркетплейс,Менеджер 8,1,75497.0,13452.0,0
8795,2024-06-04,Электроника,Казань,Новый,Сайт,Менеджер 4,1,14963.0,1396.0,10
9372,2024-06-04,Одежда,Казань,Постоянный,Маркетплейс,Менеджер 6,1,3805.0,0.0,20
2449,2024-06-04,Продукты,Москва,Новый,Маркетплейс,Менеджер 3,1,2005.0,0.0,0
8770,2024-06-04,Одежда,Москва,VIP,Сайт,Менеджер 7,3,16103.0,951.0,5
3955,2024-06-04,Продукты,Екатеринбург,Новый,Сайт,Менеджер 1,1,1502.0,,10
4009,2024-06-04,Книги,Новосибирск,VIP,Сайт,Менеджер 8,3,1116.0,0.0,0
688,2024-06-04,Электроника,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 8,4,14969.0,857.0,10
3388,2024-06-04,Продукты,Санкт-Петербург,VIP,Маркетплейс,Менеджер 3,4,1613.0,380.0,0
5243,2024-06-04,Красота,Новосибирск,Постоянный,Мобильное приложение,Менеджер 7,2,5743.0,812.0,5
1203,2024-06-04,Спорт,Екатеринбург,Новый,Мобильное приложение,Менеджер 4,2,9637.0,1149.0,20
3828,2024-06-04,Электроника,Казань,VIP,Сайт,Менеджер 8,1,93605.0,7821.0,20
3076,2024-06-04,Одежда,Новосибирск,Новый,Сайт,Менеджер 7,1,3012.0,0.0,5
7469,2024-06-04,Дом и сад,Казань,Новый,Сайт,Менеджер 6,1,4659.0,592.0,0
9789,2024-06-04,Продукты,Казань,Постоянный,Сайт,Менеджер 8,2,2124.0,1060.0,5
9777,2024-06-04,Спорт,Екатеринбург,Новый,Мобильное приложение,Менеджер 6,2,6289.0,431.0,0
7542,2024-06-04,Спорт,Новосибирск,Постоянный,Сайт,Менеджер 7,2,6453.0,574.0,0
6063,2024-06-04,Продукты,Екатеринбург,Постоянный,Сайт,Менеджер 4,3,743.0,199.0,0
7856,2024-06-04,Одежда,Москва,VIP,Мобильное приложение,Менеджер 6,1,4350.0,161.0,15
4343,2024-06-05,Книги,Новосибирск,Новый,Мобильное приложение,Менеджер 6,3,2494.0,749.0,20
7013,2024-06-05,Электроника,Казань,VIP,Маркетплейс,Менеджер 1,1,81552.0,7072.0,5
9931,2024-06-05,Продукты,Москва,Новый,Сайт,Менеджер 6,1,865.0,163.0,0
6958,2024-06-05,Красота,Москва,VIP,Мобильное приложение,Менеджер 2,1,3742.0,0.0,0
1107,2024-06-05,Спорт,Екатеринбург,Новый,Маркетплейс,Менеджер 4,2,3115.0,382.0,0
1110,2024-06-05,Электроника,Екатеринбург,Новый,Сайт,Менеджер 3,2,65817.0,4661.0,0
6465,2024-06-05,Электроника,Екатеринбург,Новый,Мобильное приложение,Менеджер 6,2,24815.0,1264.0,0
9284,2024-06-05,Дом и сад,Санкт-Петербург,Новый,Сайт,Менеджер 6,1,10966.0,1730.0,20
3870,2024-06-05,Электроника,Казань,VIP,Мобильное приложение,Менеджер 3,1,27756.0,1690.0,0
92,2024-06-05,Игрушки,Новосибирск,Постоянный,Маркетплейс,Менеджер 3,4,2539.0,763.0,0
2054,2024-06-05,Игрушки,Москва,Постоянный,Мобильное приложение,Менеджер 8,3,5522.0,1261.0,5
3209,2024-06-05,Книги,Санкт-Петербург,Новый,Сайт,Менеджер 7,1,950.0,166.0,10
6560,2024-06-05,Одежда,Москва,Постоянный,Мобильное приложение,Менеджер 7,4,8979.0,1037.0,0
3704,2024-06-05,Спорт,Новосибирск,Постоянный,Сайт,Менеджер 7,1,2627.0,113.0,0
3397,2024-06-05,Одежда,Санкт-Петербург,VIP,Маркетплейс,Менеджер 8,4,2982.0,337.0,15
2170,2024-06-05,Спорт,Новосибирск,Постоянный,Сайт,Менеджер 6,2,2947.0,1495.0,0
8196,2024-06-05,Игрушки,Москва,Новый,Мобильное приложение,Менеджер 2,3,4566.0,802.0,0
1085,2024-06-05,Продукты,Екатеринбург,Постоянный,Сайт,Менеджер 6,2,1481.0,0.0,5
6679,2024-06-05,Электроника,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 8,1,64928.0,4172.0,0
1733,2024-06-05,Электроника,Новосибирск,Новый,Мобильное приложение,Менеджер 2,1,103502.0,12362.0,5
1082,2024-06-05,Дом и сад,Москва,Постоянный,Маркетплейс,Менеджер 3,1,22866.0,2054.0,5
4315,2024-06-05,Электроника,Москва,Постоянный,Сайт,Менеджер 4,2,15606.0,2324.0,15
6077,2024-06-06,Электроника,Казань,Новый,Мобильное приложение,Менеджер 8,1,27313.0,3730.0,15
6767,2024-06-06,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 1,3,2350.0,0.0,0
9988,2024-06-06,Игрушки,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 8,2,2857.0,0.0,10
2177,2024-06-06,Красота,Москва,Постоянный,Сайт,Менеджер 8,4,1650.0,491.0,5
6313,2024-06-06,Продукты,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 6,3,1912.0,204.0,0
2381,2024-06-06,Дом и сад,Новосибирск,Новый,Мобильное приложение,Менеджер 6,2,2571.0,493.0,5
1524,2024-06-06,Книги,Новосибирск,Новый,Сайт,Менеджер 3,1,784.0,399.0,10
2747,2024-06-06,Продукты,Москва,Постоянный,Мобильное приложение,Менеджер 7,1,4005.0,,0
311,2024-06-06,Спорт,Москва,Постоянный,Мобильное приложение,Менеджер 4,1,4636.0,266.0,5
431,2024-06-06,Одежда,Санкт-Петербург,Новый,Сайт,Менеджер 1,2,2723.0,852.0,15
9174,2024-06-06,Книги,Екатеринбург,Новый,Мобильное приложение,Менеджер 4,1,562.0,0.0,15
3303,2024-06-06,Электроника,Казань,VIP,Мобильное приложение,Менеджер 7,1,25169.0,3149.0,10
8772,2024-06-06,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 4,2,4240.0,474.0,0
3173,2024-06-06,Электроника,Москва,Постоянный,Маркетплейс,Менеджер 2,1,35372.0,4726.0,20
2321,2024-06-06,Продукты,Екатеринбург,Новый,Сайт,Менеджер 2,2,4923.0,624.0,15
1224,2024-06-06,Спорт,Екатеринбург,VIP,Сайт,Менеджер 7,2,13746.0,1674.0,5
9886,2024-06-06,Дом и сад,Москва,Новый,Маркетплейс,Менеджер 6,1,11126.0,1861.0,0
7660,2024-06-06,Электроника,Санкт-Петербург,Постоянный,Сайт,Менеджер 7,1,46227.0,7282.0,5
8486,2024-06-06,Одежда,Казань,VIP,Маркетплейс,Менеджер 3,2,43091.0,5846.0,5
7596,2024-06-06,Спорт,Санкт-Петербург,Постоянный,Сайт,Менеджер 8,4,6584.0,1025.0,0
8595,2024-06-06,Спорт,Москва,Новый,Мобильное приложение,Менеджер 4,2,4447.0,445.0,5
1665,2024-06-06,Красота,Новосибирск,Новый,Маркетплейс,Менеджер 7,3,2681.0,564.0,5
3016,2024-06-06,Игрушки,Новосибирск,VIP,Сайт,Менеджер 3,2,3417.0,493.0,0
6883,2024-06-06,Электроника,Казань,Новый,Мобильное приложение,Менеджер 7,1,34546.0,6938.0,0
9523,2024-06-06,Красота,Москва,Новый,Сайт,Менеджер 6,1,7777.0,584.0,5
3647,2024-06-06,Дом и сад,Москва,Постоянный,Сайт,Менеджер 1,4,7053.0,398.0,20
5322,2024-06-06,Красота,Казань,Постоянный,Мобильное приложение,Менеджер 4,4,3017.0,0.0,0
1313,2024-06-06,Дом и сад,Екатеринбург,Новый,Маркетплейс,Менеджер 2,2,11440.0,,10
2383,2024-06-06,Электроника,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 8,4,34201.0,2844.0,10
334,2024-06-06,Одежда,Новосибирск,Новый,Сайт,Менеджер 2,2,5842.0,645.0,15
2097,2024-06-07,Дом и сад,Санкт-Петербург,Новый,Сайт,Менеджер 5,1,11369.0,2401.0,0
1477,2024-06-07,Продукты,Екатеринбург,Новый,Маркетплейс,Менеджер 6,2,2241.0,132.0,0
3913,2024-06-07,Игрушки,Москва,Постоянный,Сайт,Менеджер 5,2,4110.0,169.0,20
7913,2024-06-07,Дом и сад,Москва,Постоянный,Сайт,Менеджер 5,4,5903.0,489.0,15
9253,2024-06-07,Одежда,Новосибирск,Постоянный,Сайт,Менеджер 8,3,10251.0,1831.0,20
2749,2024-06-07,Электроника,Санкт-Петербург,Постоянный,Сайт,Менеджер 6,2,16776.0,2759.0,15
7668,2024-06-07,Красота,Москва,Постоянный,Мобильное приложение,Менеджер 7,1,2862.0,5.0,20
1914,2024-06-07,Одежда,Санкт-Петербург,Новый,Маркетплейс,Менеджер 4,1,7060.0,936.0,5
8149,2024-06-07,Электроника,Новосибирск,VIP,Мобильное приложение,Менеджер 5,1,29088.0,4515.0,0
4718,2024-06-07,Дом и сад,Санкт-Петербург,Постоянный,Мобильное приложение,Менеджер 2,1,4726.0,506.0,0
9766,2024-06-07,Электроника,Екатеринбург,Постоянный,Сайт,Менеджер 1,1,30059.0,5283.0,20
5698,2024-06-07,Электроника,Москва,Постоянный,Сайт,Менеджер 3,4,36342.0,3171.0,0
5490,2024-06-07,Спорт,Екатеринбург,Новый,Сайт,Менеджер 2,3,10516.0,,10
5796,2024-06-07,Одежда,Москва,Постоянный,Сайт,Менеджер 7,4,4650.0,644.0,0
1100,2024-06-07,Спорт,Санкт-Петербург,Новый,Маркетплейс,Менеджер 7,2,10540.0,1398.0,5
8001,2024-06-07,Спорт,Санкт-Петербург,Новый,Сайт,Менеджер 6,4,5367.0,516.0,20
2190,2024-06-07,Дом и сад,Казань,Новый,Сайт,Менеджер 6,2,4567.0,0.0,5
9739,2024-06-07,Спорт,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 2,1,5441.0,1063.0,20
7340,2024-06-07,Продукты,Екатеринбург,Постоянный,Маркетплейс,Менеджер 1,4,526.0,0.0,0
840,2024-06-08,Дом и сад,Санкт-Петербург,Постоянный,Сайт,Менеджер 8,2,7686.0,571.0,0
269,2024-06-08,Дом и сад,Санкт-Петербург,VIP,Маркетплейс,Менеджер 4,1,23733.0,1345.0,0
3382,2024-06-08,Дом и сад,Новосибирск,Постоянный,Сайт,Менеджер 2,1,5035.0,458.0,15
8444,2024-06-08,Электроника,Новосибирск,Новый,Сайт,Менеджер 7,2,21008.0,3734.0,0
4565,2024-06-08,Одежда,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 7,2,7387.0,,10
3665,2024-06-08,Продукты,Санкт-Петербург,Новый,Сайт,Менеджер 6,1,1506.0,782.0,0
5104,2024-06-08,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 1,1,2239.0,143.0,0
1819,2024-06-08,Электроника,Казань,Новый,Маркетплейс,Менеджер 3,1,21309.0,2519.0,20
1663,2024-06-08,Электроника,Новосибирск,Новый,Мобильное приложение,Менеджер 6,1,27656.0,4439.0,20
2429,2024-06-08,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 1,4,123303.0,19627.0,15
504,2024-06-08,Одежда,Санкт-Петербург,Новый,Сайт,Менеджер 8,1,5018.0,101.0,0
2497,2024-06-08,Спорт,Екатеринбург,VIP,Мобильное приложение,Менеджер 5,1,9784.0,2211.0,20
192,2024-06-08,Одежда,Новосибирск,Постоянный,Мобильное приложение,Менеджер 3,1,3115.0,462.0,0
219,2024-06-08,Дом и сад,Екатеринбург,Новый,Сайт,Менеджер 1,4,4127.0,875.0,0
2602,2024-06-08,Спорт,Новосибирск,Новый,Мобильное приложение,Менеджер 3,3,9251.0,2334.0,15
4034,2024-06-08,Электроника,Санкт-Петербург,Новый,Маркетплейс,Менеджер 5,2,28327.0,4959.0,20
2245,2024-06-08,Дом и сад,Казань,Новый,Маркетплейс,Менеджер 6,2,7806.0,1007.0,20
2289,2024-06-08,Электроника,Санкт-Петербург,Постоянный,Маркетплейс,Менеджер 5,2,40094.0,5364.0,20
6229,2024-06-08,Спорт,Казань,Новый,Маркетплейс,Менеджер 1,1,3731.0,818.0,5
2873,2024-06-08,Одежда,Новосибирск,Новый,Сайт,Менеджер 8,1,3301.0,272.0,0
3859,2024-06-08,Одежда,Москва,Новый,Мобильное приложение,Менеджер 1,2,4321.0,108.0,0
5777,2024-06-08,Продукты,Москва,VIP,Сайт,Менеджер 7,1,5750.0,326.0,15
1583,2024-06-08,Спорт,Москва,Постоянный,Мобильное приложение,Менеджер 8,2,9876.0,1004.0,20
153,2024-06-08,Одежда,Москва,Постоянный,Сайт,Менеджер 3,1,3887.0,446.0,0
9187,2024-06-08,Продукты,Санкт-Петербург,VIP,Маркетплейс,Менеджер 7,3,2759.0,562.0,0
660,2024-06-08,Красота,Екатеринбург,Новый,Маркетплейс,Менеджер 5,1,2434.0,0.0,0
1493,2024-06-09,Одежда,Санкт-Петербург,Постоянный,Сайт,Менеджер 1,2,7066.0,1409.0,0
7026,2024-06-09,Спорт,Казань,Постоянный,Сайт,Менеджер 1,2,4453.0,582.0,0
8494,2024-06-09,Одежда,Санкт-Петербург,Новый,Маркетплейс,Менеджер 1,1,3727.0,524.0,0
9332,2024-06-09,Книги,Казань,Новый,Маркетплейс,Менеджер 2,2,2790.0,1149.0,15
9563,2024-06-09,Дом и сад,Санкт-Петербург,VIP,Мобильное приложение,Менеджер 6,4,34552.0,3923.0,10
9154,2024-06-09,Электроника,Москва,Новый,Сайт,Менеджер 3,3,40657.0,2708.0,0
2781,2024-06-09,Спорт,Москва,Новый,Мобильное приложение,Менеджер 3,2,3153.0,0.0,15
8347,2024-06-09,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 4,1,59490.0,7330.0,15
7520,2024-06-09,Книги,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 7,4,541.0,0.0,20
6040,2024-06-09,Одежда,Казань,Новый,Мобильное приложение,Менеджер 3,1,7137.0,9.0,10
8959,2024-06-09,Игрушки,Казань,Новый,Маркетплейс,Менеджер 6,1,4004.0,0.0,0
2023,2024-06-09,Электроника,Москва,Постоянный,Маркетплейс,Менеджер 7,4,15910.0,1795.0,0
3149,2024-06-09,Электроника,Москва,VIP,Маркетплейс,Менеджер 6,2,84072.0,14543.0,5
5912,2024-06-09,Спорт,Екатеринбург,Постоянный,Мобильное приложение,Менеджер 5,4,22822.0,4646.0,10
6696,2024-06-09,Красота,Санкт-Петербург,Новый,Сайт,Менеджер 2,2,1713.0,449.0,15
280,2024-06-09,Электроника,Новосибирск,Постоянный,Мобильное приложение,Менеджер 7,1,15149.0,2484.0,5
1197,2024-06-09,Книги,Екатеринбург,Новый,Мобильное приложение,Менеджер 4,1,1145.0,864.0,20
2347,2024-06-09,Электроника,Екатеринбург,VIP,Сайт,Менеджер 3,4,20049.0,2803.0,5
4433,2024-06-09,Игрушки,Санкт-Петербург,Новый,Мобильное приложение,Менеджер 1,1,2195.0,71.0,15
350,2024-06-09,Дом и сад,Новосибирск,Постоянный,Маркетплейс,Менеджер 8,2,6798.0,665.0,0
